Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA30,Daily_Change,Year,Month,Day,DayOfWeek,Prev_Close
2002-10-15,28.2086124420166,28.2086124420166,28.2086124420166,28.2086124420166,0,0.0,0.0,29.13155434926351,0.0,2002,10,15,1,28.2086124420166
2002-10-16,31.805560066616007,31.805560066616007,28.087785790515323,28.264379501342773,247760,0.0,0.0,28.999573262532554,0.1976951522901116,2002,10,16,2,28.2086124420166
2002-10-17,28.44097321217022,28.44097321217022,27.90189707671029,28.264379501342773,144512,0.0,0.0,28.874098269144692,0.0,2002,10,17,3,28.264379501342773
2002-10-18,28.81275023431209,29.686426609613587,28.468854984037588,28.85922241210937,512312,0.0,0.0,28.808107566833495,2.104567378662381,2002,10,18,4,28.264379501342773
2002-10-21,29.537723657933544,30.29057372433784,29.18453613860188,29.305362701416016,646296,0.0,0.0,28.770310084025066,1.5459193007204552,2002,10,21,0,28.85922241210937
2002-10-22,29.55631451031035,29.55631451031035,28.06920434626958,28.245798110961918,229384,0.0,0.0,28.697193781534832,-3.6155996472375995,2002,10,22,1,29.305362701416016
2002-10-23,28.440980302794905,28.77558063835056,27.9019040329378,28.11567497253418,153320,0.0,0.0,28.59402535756429,-0.4606814008814908,2002,10,23,2,28.245798110961918
2002-10-24,28.422387167448555,28.515331537304743,27.43717911612258,27.62306785583496,168744,0.0,0.0,28.46917044321696,-1.7520728816947884,2002,10,24,3,28.11567497253418
2002-10-25,27.139754019519295,27.576593660572605,26.972455300549058,27.05610466003418,172296,0.0,0.0,28.355158805847168,-2.0524990155321166,2002,10,25,4,27.62306785583496
2002-10-28,26.860915613040497,27.139748647085906,26.433371060216952,26.656436920166016,134504,0.0,0.0,28.24765288035075,-1.4771813788055477,2002,10,28,0,27.05610466003418
2002-10-29,26.58209764211877,27.10258683456673,26.433386039071088,26.888813018798828,143024,0.0,0.0,28.118770345052084,0.8717447846790627,2002,10,29,1,26.656436920166016
2002-10-30,27.13975193421481,27.836834603758,26.953863222336626,27.34423065185547,164320,0.0,0.0,28.036669222513833,1.6937067201078904,2002,10,30,2,26.888813018798828
2002-10-31,27.5115368808215,27.883314406238004,27.36282530336741,27.77178001403809,118928,0.0,0.0,27.97718474070231,1.5635816111491563,2002,10,31,3,27.34423065185547
2002-11-01,27.901909537105418,28.36663152915289,27.33494813951992,27.48365974426269,108792,0.0,0.0,27.92420711517334,-1.0374569783779042,2002,11,1,4,27.77178001403809
2002-11-04,27.88331126383445,27.88331126383445,27.474356599252303,27.688127517700195,56560,0.0,0.0,27.894464429219564,0.7439612312919452,2002,11,4,0,27.48365974426269
2002-11-05,27.42789374644867,27.75319915521541,27.214119918824835,27.39071655273437,70288,0.0,0.0,27.88702932993571,-1.0741461833260413,2002,11,5,1,27.688127517700195
2002-11-06,27.39071655273437,27.39071655273437,27.39071655273437,27.39071655273437,0,0.0,0.0,27.87246824900309,0.0,2002,11,6,2,27.39071655273437
2002-11-07,27.88329723057488,29.37040641620554,27.88329723057488,28.23648452758789,204880,0.0,0.0,27.871538416544595,3.0877906141125955,2002,11,7,3,27.39071655273437
2002-11-08,27.69742810426645,28.05991065646428,27.530129337540583,27.743900299072266,77664,0.0,0.0,27.842726071675617,-1.744495594111073,2002,11,8,4,28.23648452758789
2002-11-11,27.883307787836817,27.883307787836817,27.269874449217056,27.32564163208008,66568,0.0,0.0,27.834670639038087,-1.5075698170893825,2002,11,11,0,27.743900299072266
2002-11-12,27.139754009730925,27.883308914107115,27.139754009730925,27.465059280395508,106864,0.0,0.0,27.839007822672524,0.510208141468671,2002,11,12,1,27.32564163208008
2002-11-13,27.604485560602704,27.67883994268912,27.08399637668424,27.23270797729492,106264,0.0,0.0,27.83559996287028,-0.8459887187152071,2002,11,13,2,27.465059280395508
2002-11-14,27.66024602725824,28.18073508438383,27.241996347924,27.60447883605957,211856,0.0,0.0,27.820109176635743,1.365163020418736,2002,11,14,3,27.23270797729492
2002-11-15,28.21791175570169,28.37591548539509,27.88331145100224,28.19932174682617,154144,0.0,0.0,27.83033275604248,2.1548782510958153,2002,11,15,4,27.60447883605957
2002-11-18,28.440975556365817,28.803458010875257,28.13426028788173,28.48744773864746,217672,0.0,0.0,27.85418834686279,1.0217479498552784,2002,11,18,0,28.19932174682617
2002-11-19,28.48744773864746,28.48744773864746,28.48744773864746,28.48744773864746,0,0.0,0.0,27.852949142456055,0.0,2002,11,19,1,28.48744773864746
2002-11-20,28.44098033283824,29.649257275082995,28.44098033283824,29.42619132995605,406128,0.0,0.0,27.90716724395752,3.2952885071379834,2002,11,20,2,28.48744773864746
2002-11-21,29.974563717842106,33.255499325096025,29.974563717842106,31.97286796569824,2664024,0.0,0.0,28.04534454345703,8.654455505934443,2002,11,21,3,29.42619132995605
2002-11-22,30.77389422121292,33.59010866414875,30.77389422121292,31.48027229309082,1184016,0.0,0.0,28.14758389790853,-1.5406677722370588,2002,11,22,4,31.97286796569824
2002-11-25,31.786970497237935,32.12157075396989,31.043415631805477,31.424488067626957,428920,0.0,0.0,28.25477975209554,-0.17720375778359498,2002,11,25,0,31.48027229309082
2002-11-26,31.694036247000792,32.307469773907684,31.06201554439225,31.238609313964844,367496,0.0,0.0,28.35577964782715,-0.5915092499266583,2002,11,26,1,31.424488067626957
2002-11-27,31.786966062968983,31.786966062968983,30.40209588657719,30.578689575195312,301128,0.0,0.0,28.432923316955566,-2.112513179242337,2002,11,27,2,31.238609313964844
2002-11-28,30.87611926202541,32.51193782082028,30.866824258215612,31.82415008544922,447680,0.0,0.0,28.55158233642578,4.072968879818162,2002,11,28,3,30.578689575195312
2002-11-29,31.82415008544922,31.82415008544922,31.82415008544922,31.82415008544922,0,0.0,0.0,28.650413258870444,0.0,2002,11,29,4,31.82415008544922
2002-12-02,33.367028057656405,36.43419219666104,33.069604945966006,35.23521041870117,1388680,0.0,0.0,28.848074849446615,10.718464826533026,2002,12,2,0,31.82415008544922
2002-12-03,36.06242988304488,38.98088369289025,34.779798202192275,37.25211715698242,4082608,0.0,0.0,29.148285484313966,5.724122871168591,2002,12,3,1,35.23521041870117
2002-12-04,36.60148855101149,38.06071616619492,35.51404121955373,36.00664520263672,2594928,0.0,0.0,29.411317825317383,-3.3433588461488473,2002,12,4,2,37.25211715698242
2002-12-05,35.783588350767744,38.00495859278763,35.783588350767744,36.917510986328125,1720264,0.0,0.0,29.72113259633382,2.5297157748667587,2002,12,5,3,36.00664520263672
2002-12-06,37.54953202762125,38.42320869067938,36.908216330080585,37.88413238525391,1139968,0.0,0.0,30.082066853841145,2.6183276529226474,2002,12,6,4,36.917510986328125
2002-12-09,37.73541076896117,38.4603756540857,35.70922482283798,36.06241226196289,975768,0.0,0.0,30.395599365234375,-4.808662647372952,2002,12,9,0,37.88413238525391
2002-12-10,35.411821392353566,37.549542893729246,35.15157817023971,36.8896369934082,837808,0.0,0.0,30.72896016438802,2.293869654187919,2002,12,10,1,36.06241226196289
2002-12-11,37.92130018979496,40.14266990323331,37.73541146337439,38.62767791748047,3286400,0.0,0.0,31.105075073242187,4.711461173724296,2002,12,11,2,36.8896369934082
2002-12-12,38.66485056729192,40.151960204495445,38.66485056729192,38.94368362426758,2568024,0.0,0.0,31.47747186024984,0.81808103366241,2002,12,12,3,38.62767791748047
2002-12-13,39.40841128844239,39.91031029888516,38.86933509878848,39.1016960144043,1112288,0.0,0.0,31.864739735921223,0.40574587566302167,2002,12,13,4,38.94368362426758
2002-12-16,39.594304753715335,39.91031506943875,37.19634095250186,37.41940689086914,1231456,0.0,0.0,32.18911571502686,-4.302343107867834,2002,12,16,0,39.1016960144043
2002-12-17,38.125786514308,38.125786514308,36.35984326171188,36.73162078857422,855656,0.0,0.0,32.50047918955485,-1.8380465096648813,2002,12,17,1,37.41940689086914
2002-12-18,37.14056032280989,37.71681355208987,36.1367597086367,36.38771057128906,618096,0.0,0.0,32.80037899017334,-0.9362783615367576,2002,12,18,2,36.73162078857422
2002-12-19,37.12197356205792,40.4307930552458,36.71301898120021,39.46417236328125,3770256,0.0,0.0,33.17463525136312,8.454672590530055,2002,12,19,3,36.38771057128906
2002-12-20,39.96607966962601,40.85834620163067,39.036635956378895,39.78948593139648,2952072,0.0,0.0,33.576154772440596,0.824326341169912,2002,12,20,4,39.46417236328125
2002-12-23,39.9660812524432,39.97537625723121,38.107193752329565,38.376731872558594,1277744,0.0,0.0,33.94452444712321,-3.5505712772306297,2002,12,23,0,39.78948593139648
2002-12-24,38.47896840859168,40.1519670350522,38.33955185638664,39.95678329467773,1729840,0.0,0.0,34.36091524759929,4.11721203193165,2002,12,24,1,38.376731872558594
2002-12-25,39.95678329467773,39.95678329467773,39.95678329467773,39.95678329467773,0,0.0,0.0,34.785051091512045,0.0,2002,12,25,2,39.95678329467773
2002-12-26,40.26350529731472,41.60190376036764,39.59430464756961,41.0907096862793,2894448,0.0,0.0,35.2345921198527,2.8378820768402813,2002,12,26,3,39.95678329467773
2002-12-27,41.37883824677445,41.54613699270707,39.99396474453436,40.1612663269043,956984,0.0,0.0,35.6333236058553,-2.2619306565185737,2002,12,27,4,41.0907096862793
2002-12-30,40.15197166110538,42.921713016115945,39.23182287782585,42.494171142578125,4253744,0.0,0.0,36.10021438598633,5.808842770754463,2002,12,30,0,40.1612663269043
2002-12-31,42.77301311169352,45.42192845577843,41.639090321053935,44.69696044921875,9998480,0.0,0.0,36.6405314763387,5.183744611113217,2002,12,31,1,42.494171142578125
2003-01-01,44.60399352602842,46.081808141245226,44.60399352602842,45.421905517578125,6027072,0.0,0.0,37.17372194925944,1.6219113359688064,2003,1,1,2,44.69696044921875
2003-01-02,45.7472170860293,46.78819226075451,43.06112269782852,43.34925079345703,5325328,0.0,0.0,37.552934710184736,-4.563117069844158,2003,1,2,3,45.421905517578125
2003-01-03,44.61331526971986,45.39404771965232,43.49798238797687,43.87905502319336,4198040,0.0,0.0,37.966227467854814,1.222176208443937,2003,1,3,4,43.34925079345703
2003-01-06,44.557537918935374,44.75272169611248,42.289695476077206,42.577823638916016,4121520,0.0,0.0,38.33800532023112,-2.96549545925624,2003,1,6,0,43.87905502319336
2003-01-07,43.126206499139,43.49798414137295,41.68556813548241,42.085227966308594,2650800,0.0,0.0,38.69955927530925,-1.1569301352387318,2003,1,7,1,42.577823638916016
2003-01-08,42.642874374138266,43.981275525862976,42.32686409415098,43.59090805053711,2648456,0.0,0.0,39.133299891153975,3.5776925942610838,2003,1,8,2,42.085227966308594
2003-01-09,43.86974774348094,44.72483718153053,43.4607930351936,44.01845932006836,2630400,0.0,0.0,39.53977686564128,0.9808267105506641,2003,1,9,3,43.59090805053711
2003-01-10,44.61330090022736,44.61330090022736,41.09070958393436,41.32307052612305,1702816,0.0,0.0,39.85640754699707,-6.1233147083738615,2003,1,10,4,44.01845932006836
2003-01-13,41.806388569048266,42.196756170398025,40.337868233376085,41.741329193115234,2421496,0.0,0.0,40.07327817281087,1.0121674446427642,2003,1,13,0,41.32307052612305
2003-01-14,42.178147533773306,43.59090287671925,42.01084882788294,42.29897689819336,2239360,0.0,0.0,40.241506830851236,1.335960583569773,2003,1,14,1,41.741329193115234
2003-01-15,42.64285469860227,43.59088793757584,42.40120172545294,43.14475631713867,2759760,0.0,0.0,40.479443868001304,1.999526893950554,2003,1,15,2,42.29897689819336
2003-01-16,43.47008015471804,44.76200624635731,42.77299742508136,43.75820541381836,2842656,0.0,0.0,40.70746701558431,1.4218392895082976,2003,1,16,3,43.14475631713867
2003-01-17,43.21913449113565,43.86974511788393,42.58711387401221,42.77300262451172,1284144,0.0,0.0,40.870429356892906,-2.251469821464669,2003,1,17,4,43.75820541381836
2003-01-20,42.568504290682434,42.7358029546304,41.09998497156077,41.406700134277344,928872,0.0,0.0,41.04857228597005,-3.1943104444376647,2003,1,20,0,42.77300262451172
2003-01-21,41.46248619821324,42.05732963011416,40.15196994521395,40.32856369018555,1147240,0.0,0.0,41.16320317586263,-2.603772917415592,2003,1,21,1,41.406700134277344
2003-01-22,40.672470538844216,41.45320294176016,40.20774853277067,40.50516891479492,1081352,0.0,0.0,41.225786209106445,0.43791597926994275,2003,1,22,2,40.32856369018555
2003-01-23,39.96608108850781,40.50515732675466,38.4975611040166,39.01804733276367,1001872,0.0,0.0,41.22826499938965,-3.6714365644530456,2003,1,23,3,40.50516891479492
2003-01-24,39.129574385694255,39.761594880152174,37.0940935300678,37.62387466430664,1436848,0.0,0.0,41.17900428771973,-3.5731482320652597,2003,1,24,4,39.01804733276367
2003-01-27,35.69062955590928,37.15914911660391,34.40799869081835,35.00284194946289,916832,0.0,0.0,41.09845212300618,-6.966408266637925,2003,1,27,0,37.62387466430664
2003-01-28,35.792872463066736,37.73540895789778,34.38941210448813,37.44728088378906,2043224,0.0,0.0,41.122307459513344,6.983544187227575,2003,1,28,1,35.00284194946289
2003-01-29,37.56810487126682,38.10718093034104,36.09958253843094,36.38771057128906,1370440,0.0,0.0,41.122307459513344,-2.8294986645043374,2003,1,29,2,37.44728088378906
2003-01-30,36.26690722987607,37.99567085865639,36.26690722987607,36.94540023803711,1203464,0.0,0.0,41.03834838867188,1.5326319188327275,2003,1,30,3,36.38771057128906
2003-01-31,36.24830339885893,37.26139643938579,35.82075874020037,36.05311965942383,1083040,0.0,0.0,40.91380284627279,-2.415133068973052,2003,1,31,4,36.94540023803711
2003-02-03,36.29477388758859,39.01804259912485,36.15535734256584,38.80427169799805,1566808,0.0,0.0,40.92805417378744,7.630829355581437,2003,2,3,0,36.05311965942383
2003-02-04,38.8507443640394,39.761598001635896,37.18704080664662,37.586700439453125,1311144,0.0,0.0,40.84905141194661,-3.1377248051990603,2003,2,4,1,38.80427169799805
2003-02-05,36.9918764151095,37.549542893729246,36.31338333403084,36.8896369934082,845080,0.0,0.0,40.746813201904295,-1.8545481191353685,2003,2,5,2,37.586700439453125
2003-02-06,36.94539086958367,37.846952485756006,36.52714116162612,37.6331787109375,946624,0.0,0.0,40.6315621693929,2.0155842619491215,2003,2,6,3,36.8896369934082
2003-02-07,37.27999355319128,38.59980212407828,36.85244881304125,37.27069854736328,1023440,0.0,0.0,40.53520991007487,-0.9631930546139866,2003,2,7,4,37.6331787109375
2003-02-10,36.805963820967534,37.345039934275775,35.91369746408101,36.03452682495117,449688,0.0,0.0,40.31988843282064,-3.316738807138786,2003,2,10,0,37.27069854736328
2003-02-11,36.062408286419775,36.9825567965437,35.504742178897814,35.70922088623047,701960,0.0,0.0,40.020297114054365,-0.9027617881621652,2003,2,11,1,36.03452682495117
2003-02-12,36.08100473341106,36.24830346096378,34.96567231922756,35.23521041870117,459064,0.0,0.0,39.68074061075846,-1.327417557049182,2003,2,12,2,35.70922088623047
2003-02-13,35.23521041870117,35.23521041870117,35.23521041870117,35.23521041870117,0,0.0,0.0,39.4102725982666,0.0,2003,2,13,3,35.23521041870117
2003-02-14,33.93399166050444,35.579105385511305,33.13466947338225,33.450679779052734,790336,0.0,0.0,39.06266009012858,-5.064623194931439,2003,2,14,4,35.23521041870117
2003-02-17,34.38940377116918,35.6906244544026,34.04550859888309,35.5790901184082,795272,0.0,0.0,38.82936897277832,6.362831348761722,2003,2,17,0,33.450679779052734
2003-02-18,36.13677850621416,36.43420169544596,35.18874740885857,35.36534118652344,819688,0.0,0.0,38.605372746785484,-0.6007712147033661,2003,2,18,1,35.5790901184082
2003-02-19,35.87652660031305,36.03453316292034,35.25379819055144,35.3839225769043,455960,0.0,0.0,38.33180656433105,0.05254124449940445,2003,2,19,2,35.36534118652344
2003-02-20,34.50094385834765,35.495446701594524,34.07339928101359,35.27238082885742,542944,0.0,0.0,38.04027061462402,-0.31523285131671575,2003,2,20,3,35.3839225769043
2003-02-21,35.31886409464067,35.65346442703526,34.519541866263964,34.658958435058594,494544,0.0,0.0,37.81813354492188,-1.7391011873430728,2003,2,21,4,35.27238082885742
2003-02-24,35.49542479645541,35.49542479645541,34.57527686648902,34.87269973754883,326488,0.0,0.0,37.58917922973633,0.6166985741672626,2003,2,24,0,34.658958435058594
2003-02-25,33.74809812754688,34.9470798200429,33.74809812754688,34.054813385009766,264440,0.0,0.0,37.31437377929687,-2.345348535371383,2003,2,25,1,34.87269973754883
2003-02-26,34.408009989758845,34.90990906541572,33.19973307155952,33.45997619628906,422312,0.0,0.0,36.99154777526856,-1.7467051779016307,2003,2,26,2,34.054813385009766
2003-02-27,33.27408571673809,34.538129763767536,33.23690853462136,33.971168518066406,280480,0.0,0.0,36.665313212076825,1.5277725207528237,2003,2,27,3,33.45997619628906
2003-02-28,35.235209715511125,36.06241400556795,34.240703864803415,35.727813720703125,694688,0.0,0.0,36.43047358194987,5.170988456586367,2003,2,28,4,33.971168518066406
2003-03-03,34.408023057384995,36.424915131116144,34.408023057384995,35.33746719360352,500896,0.0,0.0,36.228165817260745,-1.0925564327867288,2003,3,3,0,35.727813720703125
2003-03-04,34.947083245726674,34.947083245726674,34.20352828305164,34.4544792175293,255760,0.0,0.0,36.03236300150554,-2.4987302322393323,2003,3,4,1,35.33746719360352
2003-03-05,34.073405929591395,34.94708242287589,33.41350034846777,34.593894958496094,471552,0.0,0.0,35.835320536295576,0.40463749310095665,2003,3,5,2,34.4544792175293
2003-03-06,34.872742743231726,34.872742743231726,33.45998661811385,33.65517044067383,265080,0.0,0.0,35.65655797322591,-2.7135554378843296,2003,3,6,3,34.593894958496094
2003-03-07,34.18494316130818,34.18494316130818,32.577006459236145,32.71642303466797,518664,0.0,0.0,35.49297625223796,-2.7893111035068197,2003,3,7,4,33.65517044067383
2003-03-10,32.59559541103687,32.9023107324423,30.0210349338386,30.50434684753418,346400,0.0,0.0,35.343026415507,-6.7613631991179535,2003,3,10,0,32.71642303466797
2003-03-11,29.74220410275734,32.307469773907684,29.42619375145307,31.238609313964844,497168,0.0,0.0,35.13607069651286,2.4070748673971964,2003,3,11,1,30.50434684753418
2003-03-12,32.10298528757112,32.10298528757112,30.634465355247404,30.773881912231445,481872,0.0,0.0,34.94894307454427,-1.4876699441471186,2003,3,12,2,31.238609313964844
2003-03-13,31.387315781684197,31.768385440438376,30.48575423231229,31.17354202270508,390112,0.0,0.0,34.75654780069987,1.2986990449026958,2003,3,13,3,30.773881912231445
2003-03-14,31.17354202270508,31.17354202270508,31.17354202270508,31.17354202270508,0,0.0,0.0,34.593895212809244,0.0,2003,3,14,4,31.17354202270508
2003-03-17,30.31845478769053,31.97286344779829,29.946677305739392,31.080596923828125,373856,0.0,0.0,34.33643938700358,-0.2981537959634517,2003,3,17,0,31.17354202270508
2003-03-18,31.080596923828125,31.080596923828125,31.080596923828125,31.080596923828125,0,0.0,0.0,34.11956926981608,0.0,2003,3,18,1,31.080596923828125
2003-03-19,31.87991680393632,32.15874989551594,30.718112255687917,31.015535354614254,374256,0.0,0.0,33.92376588185628,-0.20933178784604545,2003,3,19,2,31.080596923828125
2003-03-20,31.136362474645324,31.97286176500893,30.485751915473628,31.768383026123047,537616,0.0,0.0,33.72827269236247,2.427324445317991,2003,3,20,3,31.015535354614254
2003-03-21,31.76838302612305,31.76838302612305,31.76838302612305,31.768383026123047,0,0.0,0.0,33.54486217498779,0.0,2003,3,21,4,31.768383026123047
2003-03-24,32.25168951410734,32.53052256466158,30.671635560966635,30.92258644104004,328920,0.0,0.0,33.374464162190755,-2.6623847502326825,2003,3,24,0,31.768383026123047
2003-03-25,31.58249105082182,31.58249105082182,29.83513829167825,30.47645378112793,351496,0.0,0.0,33.20003859202067,-1.4427404407543643,2003,3,25,1,30.92258644104004
2003-03-26,31.41519119066708,31.41519119066708,29.83513719587021,30.3370361328125,260264,0.0,0.0,33.036766115824385,-0.4574602062191402,2003,3,26,2,30.47645378112793
2003-03-27,30.0953899617018,30.48575750333164,29.742202442274767,30.048917770385746,241056,0.0,0.0,32.86388969421387,-0.9497248220472154,2003,3,27,3,30.3370361328125
2003-03-28,30.85753304211549,30.85753304211549,29.74220052252096,29.87232208251953,218000,0.0,0.0,32.74461110432943,-0.5876940035433043,2003,3,28,4,30.048917770385746
2003-03-31,24.146938217479043,29.528417732524403,24.146938217479043,28.5432071685791,230712,0.0,0.0,32.510081672668456,-4.449319039440159,2003,3,31,0,29.87232208251953
2003-04-02,28.5432071685791,28.5432071685791,28.5432071685791,28.5432071685791,0,0.0,0.0,32.282677205403644,0.0,2003,4,2,2,28.5432071685791
2004-05-06,88.20420024390361,91.08547548896264,84.6165501111409,86.16871643066406,19760,0.0,0.0,33.97550366719564,201.88869779679212,2004,5,6,3,28.5432071685791
2004-05-07,86.43825032615536,86.43825032615536,82.60894175777683,83.14801788330078,31344,0.0,0.0,35.57135823567708,-3.5055628916021986,2004,5,7,4,86.16871643066406
2004-05-10,82.53459339893239,83.27814829441827,81.4285532227477,82.60894775390625,4904,0.0,0.0,37.169691212972005,-0.6483258929288249,2004,5,10,0,83.14801788330078
2004-05-11,84.76525089252596,84.76525089252596,77.14381386052253,78.30561828613281,21032,0.0,0.0,38.61745516459147,-5.209277668798229,2004,5,11,1,82.60894775390625
2004-05-12,76.02850687125999,80.8616148875259,68.03528976743559,73.20299530029297,134928,0.0,0.0,39.922394561767575,-6.516292314038818,2004,5,12,2,78.30561828613281
2004-05-13,66.92926031730082,74.35552016270097,65.99052414439711,71.25117492675781,55456,0.0,0.0,41.18210118611653,-2.6663121714192273,2004,5,13,3,73.20299530029297
2004-05-14,72.49662070192916,73.4260645570821,65.06106986070566,66.20428466796875,31144,0.0,0.0,42.25653839111328,-7.083237945166488,2004,5,14,4,71.25117492675781
2004-05-17,63.20216173774248,63.20216173774248,53.18276134977501,55.4227180480957,33968,0.0,0.0,42.913035202026364,-16.28530037586742,2004,5,17,0,66.20428466796875
2004-05-18,59.67027460101471,61.34327295431419,55.76661177664926,59.51226806640625,29128,0.0,0.0,43.71886189778646,7.37883337796903,2004,5,18,1,55.4227180480957
2004-05-19,62.83037216818377,65.80459096904454,61.06442975517269,63.611106872558594,39960,0.0,0.0,44.69074948628744,6.887384634003002,2004,5,19,2,59.51226806640625
2004-05-20,64.13161037213997,64.13161037213997,61.34327948639476,62.09612655639648,32104,0.0,0.0,45.60749053955078,-2.381628603314978,2004,5,20,3,63.611106872558594
2004-05-21,60.43244312095543,61.34329700247776,58.75944411179695,60.0699577331543,31176,0.0,0.0,46.48798344930013,-3.26295525277569,2004,5,21,4,62.09612655639648
2004-05-24,60.04205319639157,66.91064328475655,60.04205319639157,66.61322021484375,54792,0.0,0.0,47.61787668863932,10.892736949734939,2004,5,24,0,60.0699577331543
2004-05-25,65.2469573020935,65.2469573020935,61.715070724487305,63.94573593139648,32648,0.0,0.0,48.732589658101396,-4.004436769223874,2004,5,25,1,66.61322021484375
2004-05-26,65.99047873978675,66.91992210231896,63.94570334221589,64.48477935791016,18416,0.0,0.0,49.84079532623291,0.8429700880946633,2004,5,26,2,63.94573593139648
2004-05-27,65.06104699452517,66.4459201211293,64.28031216144163,64.67997741699219,14072,0.0,0.0,50.970998509724936,0.30270408153003636,2004,5,27,3,64.48477935791016
2004-05-28,65.06107827978856,65.06107827978856,61.34330237808636,61.82661437988281,17040,0.0,0.0,51.992767588297525,-4.411509018801485,2004,5,28,4,64.67997741699219
2004-05-31,58.83379110301611,60.39525551430322,57.77422292774559,58.89885330200195,11976,0.0,0.0,52.916944630940755,-4.735438139781911,2004,5,31,0,61.82661437988281
2004-06-01,61.31543485926927,63.016316606552095,59.02899872911054,59.56808090209961,29320,0.0,0.0,53.86652743021647,1.1362319681611055,2004,6,1,1,58.89885330200195
2004-06-02,61.064448291063314,61.064448291063314,59.31709534972943,59.48439407348633,4560,0.0,0.0,54.81332066853841,-0.1404893818063746,2004,6,2,2,59.56808090209961
2004-06-03,60.971517316082384,61.975315551955056,58.220365755116525,58.49919891357422,13808,0.0,0.0,55.72944278717041,-1.6562245867294378,2004,6,3,3,59.48439407348633
2004-06-04,60.40456072472636,60.41385289448308,57.43963244429314,58.34119415283203,23944,0.0,0.0,56.61520315806071,-0.2700973067607637,2004,6,4,4,58.49919891357422
2004-06-07,59.48440603729963,59.48440603729963,58.183184655233696,58.90814971923828,9608,0.0,0.0,57.51986204783122,0.9717928723245617,2004,6,7,0,58.34119415283203
2004-06-08,58.29468576804288,58.908116085917264,56.96558296406717,57.606895446777344,10272,0.0,0.0,58.40933901468913,-2.208954582112721,2004,6,8,1,58.90814971923828
2004-06-09,57.62551152976395,60.395252723555146,57.532567156328845,59.42863464355469,31424,0.0,0.0,59.37441171010335,3.162363086308706,2004,6,9,2,57.606895446777344
2004-06-10,60.41383074170787,67.8493791406873,59.484387191835445,64.8658676147461,54480,0.0,0.0,60.52537275950114,9.149180363646625,2004,6,10,3,59.42863464355469
2004-06-11,67.8586971362196,75.84262253770953,67.8586971362196,69.6060562133789,1495680,0.0,0.0,61.84394404093425,7.307677786391342,2004,6,11,4,64.8658676147461
